Date,Libellés,N° Fact,Montants,Récupérable,Déductible,T.V.A.
"",ENTRETIEN IMMEUBLE,,,,,
10/01/2011,Entretien 01/11,,"1221,92","1221,92",,"200,25"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/02/2011,Entretien 02/11,,"1221,92","1221,92",,"200,25"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/03/2011,Entretien 03/11,,"1221,92","1221,92",,"200,25"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/04/2011,Entretien 04/11,,"1221,92","1221,92",,"200,25"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/05/2011,Entretien 05/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/06/2011,Entretien 06/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/07/2011,Entretien 07/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/08/2011,Entretien 08/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/09/2011,Entretien 09/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/10/2011,Entretien 10/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/11/2011,Entretien 11/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/12/2011,Entretien 12/11,,"1258,60","1258,60",,"206,26"
"",Four:S.A.R.L. T.P.V.S.,,,,,
"",Total compte 61510000 ENTRETIEN IMMEUBLE,,"14956,48","14956,48",,"2451,08"
"",,,,,,
"",DESOURISATION,,,,,
10/03/2011,Désourisation 1er Trim 2011,,"75,34","75,34",,"12,35"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/06/2011,Désourisation 2eme Trim 2011,,"75,34","75,34",,"12,35"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/09/2011,Désourisation 3eme Trim 2011,,"72,49","72,49",,"11,88"
"",Four:S.A.R.L. T.P.V.S.,,,,,
10/12/2011,Désourisation 4eme Trim 2011,,"72,49","72,49",,"11,88"
"",Four:S.A.R.L. T.P.V.S.,,,,,
"",Total compte 61510002 DESOURISATION,,"295,66","295,66",,"48,46"
"",,,,,,
"",ENTRET. & REPAR.DIVERS,,,,,
31/01/2011,Exécut° sondage pour expertise fondation,,"511,68","511,68",,"26,68"
"",Four:Entreprise SANTAMARIA,,,,,
28/02/2011,Reprise thé hermétique/pied de colone EP,,"413,33","413,33",,"21,55"
"",Four:S.A.R.L. RAVIER,,,,,
28/02/2011,Reprise thé hermétique entrée ED,,"573,01","573,01",,"29,87"
"",Four:S.A.R.L. RAVIER,,,,,
Date,Libellés,N° Fact,Montants,Récupérable,Déductible,T.V.A.
"",,,,,,
"",0001 CHARGES GENERALES,,,,,
05/05/2011,Interv. concernant dysfonct° éclairage,,"143,28","143,28",,"7,47"
"",Four:S.A.R.L. ECOMELEC,,,,,
09/09/2011,Intervention concernant l'éclairage,,"561,77","561,77",,"29,29"
"",Four:S.A.R.L. ECOMELEC,,,,,
17/10/2011,Intervention s/ dysfonctionnement porte,,"217,48","217,48",,"11,34"
"",Four:S.A.R.L. ECOMELEC,,,,,
13/12/2011,Ecomelec changement code d'accès immeubl,,"146,58","146,58",,"7,64"
"",Four:S.A.R.L. ECOMELEC,,,,,
"",Total compte 61510004 ENTRET. & REPAR.DIVERS,,"2567,13","2567,13",,"133,84"
"",,,,,,
"",PETITS TRVX DE SERRURERIE,,,,,
20/09/2011,Refixation point bas sur porte semi fixe,,"118,16","118,16",,"6,16"
"",Four:S.A.R.L. SERRURERIE VICTOR MASSE,,,,,
11/10/2011,Intervention sur porte SAS,,"119,22","119,22",,"6,22"
"",Four:S.A.R.L. SERRURERIE VICTOR MASSE,,,,,
"",Total compte 61510008 PETITS TRVX DE SERRURERIE,,"237,38","237,38",,"12,38"
"",,,,,,
"",ENTRETIEN VMC N/RECUP,,,,,
01/03/2011,Contrat Ent VMC 01/03/2011-31/08/2011,,"470,23",,,"24,51"
30/11/2011,Entretien VMC,,"113,20",,,"5,90"
"",Four:Société CHIGNOLI,,,,,
"",Total compte 61510010 ENTRETIEN VMC N/RECUP,,"583,43",,,"30,41"
"",,,,,,
"",ENTRETIEN EXTINCTEURS,,,,,
19/01/2011,Vérification annuelle 2011,,"171,39",,"171,39","28,09"
"",Four:S.A.R.L. ELITINCENDIE,,,,,
"",Total compte 61510011 ENTRETIEN EXTINCTEURS,,"171,39",,"171,39","28,09"
"",,,,,,
"",CONTRAT PORTES COUPE-FEU,,,,,
26/12/2011,Verification annuelle 2011,,"187,90","187,90",,"30,79"
"",Four:Société B.E.P.P.I.,,,,,
"",Total compte 61510012 CONTRAT PORTES COUPE-FEU,,"187,90","187,90",,"30,79"
"",,,,,,
"",CONTRAT EXUT.DESENFUMAGE,,,,,
27/01/2011,Verification annuelle des exutoires,,"163,62","163,62",,"26,81"
"",Four:S.A. bureau etudes prevention,,,,,
"",Total compte 61510013 CONTRAT EXUT.DESENFUMAGE,,"163,62","163,62",,"26,81"
"",,,,,,
"",ASSURANCES,,,,,
01/01/2011,Prime annuelle 2011,,"4471,28",,"4471,28",
"",Four:Syndicat d serenor,,,,,
"",Total compte 61610000 ASSURANCES,,"4471,28",,"4471,28",
"",,,,,,
"",ENVOI CONVOCATION & P.V.,,,,,
06/05/2011,Envoi convocations AGO du 31/05/2011,,"133,32",,,
"",Four:Cabinet PAGESTI NON TAXABLES,,,,,
01/06/2011,Envoi procés-verbaux AGO du 03/05/2011,,"113,96",,,
"",Four:Cabinet PAGESTI NON TAXABLES,,,,,
"",Total compte 62130001 ENVOI CONVOCATION & P.V.,,"247,28",,,
"",,,,,,
"",HONORAIRES DIVERS SYNDIC,,,,,
12/01/2011,Assistance rdv expertise du 07/01/2011,,"326,50",,"326,50","53,50"
"",Four:Cabinet PAGESTI FRAIS TAXABLES,,,,,
"",Total compte 62220001 HONORAIRES DIVERS SYNDIC,,"326,50",,"326,50","53,50"
"",,,,,,
"",FRAIS DIVERS SYNDIC,,,,,
29/11/2011,Honoraires de suivi de sinistre,,"210,50",,,"34,50"
"",Four:Cabinet PAGESTI FRAIS TAXABLES,,,,,
"",Total compte 62220002 FRAIS DIVERS SYNDIC,,"210,50",,,"34,50"
"",,,,,,
"",HONORAIRES ARCHITECTES,,,,,
15/04/2011,Industria fournit.plans ED,,"452,49",,,"74,15"
"",Total compte 62260003 HONORAIRES ARCHITECTES,,"452,49",,,"74,15"
"",,,,,,
"",HONORAIRES AVOCAT,,,,,
10/01/2011,sdc c/Fructicomi&autres,,"956,80",,"956,80","156,80"
"",Four:Maître BRUDER Emmanuel,,,,,
"",Total compte 62260010 HONORAIRES AVOCAT,,"956,80",,"956,80","156,80"
"",,,,,,
"",HONORAIRES SYNDIC,,,,,
01/01/2011,HONORAIRES SYNDIC,00002483,"1162,50",,,"190,51"
01/04/2011,HONORAIRES SYNDIC,00002603,"1162,50",,,"190,51"
01/07/2011,HONORAIRES SYNDIC,00002734,"1197,50",,,"196,25"
01/10/2011,HONORAIRES SYNDIC,00002870,"1197,50",,,"196,25"
"",Total compte 62261000 HONORAIRES SYNDIC,,"4720,00",,,"773,52"
"",,,,,,
"",TAXE DE BALAYAGE,,,,,
18/11/2011,Taxe de Balayage 2011,,"1051,00","1051,00",,
"",Four:  TRESOR PUBLIC,,,,,
"",Total compte 63210000 TAXE DE BALAYAGE,,"1051,00","1051,00",,
Date,Libellés,N° Fact,Montants,Récupérable,Déductible,T.V.A.
"",,,,,,
"",0001 CHARGES GENERALES,,,,,
"",,,,,,
"",Total clé  0001 CHARGES GENERALES,,"39526,09","27386,42","5925,97","4451,65"
"",0002 CHARGES ASCENSEURS,,,
"",E.D.F. ASCENSEUR Cpteur 559,,,
09/03/2011,Facture du 09/03/2011,"193,67","193,67","23,89"
"",Four:  E.D.F Entreprises,,,
20/04/2011,Facture du 20/04/2011,"133,07","133,07","21,26"
"",Four:  E.D.F Entreprises,,,
24/06/2011,Facture du 24/06/2011,"210,73","210,73","19,05"
"",Four:  E.D.F Entreprises,,,
23/08/2011,Facture du 23/08/2011,"167,08","167,08","14,31"
"",Four:  E.D.F Entreprises,,,
21/10/2011,Facture du 21/10/2011,"145,15","145,15","18,09"
"",Four:  E.D.F Entreprises,,,
23/12/2011,Facture du 23/12/2011,"246,26","246,26","27,28"
"",Four:Entreprise EDF,,,
"",Total compte 60610072 E.D.F. ASCENSEUR Cpteur 559,"1095,96","1095,96","123,88"
"",,,,
"",ENTRET.COMPLET ASCENSEUR,,,
03/01/2011,Entretien 1er trimestre 2011,"655,34","478,39","34,16"
"",Four:S.A.R.L. A.D.S,,,
01/04/2011,Entretien 2ème trimestre 2011,"655,34","478,39","34,16"
"",Four:S.A.R.L. A.D.S,,,
01/07/2011,Entretien 3ème trimestre 2011,"655,34","478,39","34,16"
"",Four:S.A.R.L. A.D.S,,,
03/10/2011,Entretien 4ème trimestre 2011,"655,34","478,39","34,16"
"",Four:S.A.R.L. A.D.S,,,
"",Total compte 61560072 ENTRET.COMPLET ASCENSEUR,"2621,36","1913,56","136,64"
"",,,,
"",MAINTENANCE TELE ALARME,,,
08/02/2011,Facture du 08/02/2011,"36,59",,"6,00"
06/04/2011,Facture du 02/04/2011,"36,59",,"6,00"
07/06/2011,Facture du 07/06/2011,"36,68",,"6,01"
"",Four:  ORANGE,,,
08/08/2011,Facture du 08/08/2011,"36,60",,"6,00"
"",Four:  ORANGE,,,
06/10/2011,Facture du 06/10/2011,"36,50",,"5,98"
"",Four:  ORANGE,,,
06/12/2011,Facture du 06/12/2011,"36,60",,"6,00"
"",Four:  ORANGE,,,
"",Total compte 61560073 MAINTENANCE TELE ALARME,"219,56",,"35,99"
"",,,,
"",,,,
"",Total clé  0002 CHARGES ASCENSEURS,"3936,88","3009,52","296,51"
"",,0900 FRAIS DE BUREAU,,,
"",FRAIS DE BUREAU,,,,
01/01/2011,FRAIS DE BUREAU,,00002482,"220,00","36,05"
01/04/2011,FRAIS DE BUREAU,,00002602,"220,00","36,05"
01/07/2011,FRAIS DE BUREAU,,00002733,"220,00","36,05"
01/10/2011,FRAIS DE BUREAU,,00002869,"220,00","36,05"
"",Total compte 62220003 FRAIS DE BUREAU,,,"880,00","144,20"
"",,,,,
"",,,,,
"",Total clé  0900 FRAIS DE BUREAU,,,"880,00","144,20"
TOTAL GENERAL,"44342,97","30395,94","5925,97","4892,36"
Date,Libellés,N° Fact,Montants,Récupérable,Déductible,T.V.A.
"",9999 Charges particulières
gauthier,
Total compte 45007001 gauthier,
"",
"",
"",Total clé  9999 Charges particulières
